error, attempt, epochs, momentum, maxAttempts, maxEpochsPerAttempt, epochSize, configuration, ms
15, 3, 1615, 0.1, 8, 7000, 59, "1024-7-3", 210943
15, 1, 1330, 0.1, 8, 7000, 59, "1024-7-3", 77492
15, 0, 4493, 0.1, 8, 7000, 59, "1024-7-3", 42136
15, 0, 5271, 0.1, 8, 7000, 59, "1024-7-3", 49059
15, 0, 6831, 0.1, 8, 7000, 59, "1024-7-3", 64352
15, 0, 4057, 0.1, 8, 7000, 59, "1024-7-3", 37933
15, 1, 582, 0.1, 8, 7000, 59, "1024-7-3", 71092
15, 2, 2794, 0.1, 8, 7000, 59, "1024-7-3", 157950
15, 1, 4654, 0.1, 8, 7000, 59, "1024-7-3", 110405
15, 1, 3135, 0.1, 8, 7000, 59, "1024-7-3", 94368
15, 2, 5704, 0.1, 8, 7000, 59, "1024-7-3", 183894
15, 3, 5107, 0.1, 8, 7000, 59, "1024-7-3", 250660
15, 0, 1454, 0.1, 8, 7000, 59, "1024-9-3", 17544
15, 1, 3937, 0.1, 8, 7000, 59, "1024-9-3", 131451
15, 6, 1505, 0.1, 8, 7000, 59, "1024-9-3", 551691
15, 5, 2361, 0.1, 8, 7000, 59, "1024-9-3", 475225
15, 1, 1262, 0.1, 8, 7000, 59, "1024-9-3", 101637
15, 8, 7000, 0.1, 8, 7000, 59, "1024-9-3", 715411
15, 0, 2553, 0.1, 8, 7000, 59, "1024-9-3", 30663
15, 2, 1445, 0.1, 8, 7000, 59, "1024-9-3", 198664
15, 0, 5808, 0.1, 8, 7000, 59, "1024-9-3", 72397
15, 0, 6722, 0.1, 8, 7000, 59, "1024-9-3", 84212
15, 1, 865, 0.1, 8, 7000, 59, "1024-9-3", 95057
15, 5, 5948, 0.1, 8, 7000, 59, "1024-9-3", 502033
15, 8, 7000, 0.1, 8, 7000, 59, "1024-9-3", 692698
15, 0, 1086, 0.1, 8, 7000, 59, "1024-9-3", 13671
15, 4, 5682, 0.1, 8, 7000, 59, "1024-11-3", 481272
15, 8, 7000, 0.1, 8, 7000, 59, "1024-11-3", 815967
15, 0, 4834, 0.1, 8, 7000, 59, "1024-11-3", 70521
14, 6, 6687, 0.1, 8, 7000, 59, "1024-10-3", 684511
15, 6, 5352, 0.1, 8, 7000, 59, "1024-9-3", 619492
14, 8, 7000, 0.1, 8, 7000, 59, "1024-11-3", 885133
17, 0, 1271, 0.1, 8, 7000, 59, "1024-8-3", 14360
17, 8, 7000, 0.1, 8, 7000, 59, "1024-13-3", 1044019
17, 0, 1420, 0.1, 8, 7000, 59, "1024-10-3", 19499
12, 8, 7000, 0.1, 8, 7000, 59, "1024-13-3", 1032904
17, 0, 712, 0.1, 8, 7000, 59, "1024-12-3", 12281
13, 8, 7000, 0.1, 8, 7000, 59, "1024-10-3", 809604
13, 8, 7000, 0.1, 8, 7000, 59, "1024-12-3", 981959
14, 8, 7000, 0.1, 8, 7000, 59, "1024-9-3", 670290
14, 5, 4225, 0.1, 8, 7000, 59, "1024-9-3", 454979
13, 8, 7000, 0.1, 8, 7000, 59, "1024-10-3", 722681
12, 8, 7000, 0.1, 8, 7000, 59, "1024-10-3", 755792
12, 8, 7000, 0.1, 8, 7000, 59, "1024-9-3", 677793
15, 0, 1141, 0.1, 8, 7000, 59, "1024-9-3", 13673
15, 3, 5401, 0.1, 8, 7000, 59, "1024-9-3", 314275
13, 8, 7000, 0.1, 8, 7000, 59, "1024-10-3", 754221
17, 0, 533, 0.1, 8, 7000, 59, "1024-8-3", 6296
12, 8, 7000, 23.136645877461, 0.1, 8, 7000, 59, "1024-14-3", 1023571
13, 8, 7000, 13.9606509017429, 0.1, 8, 7000, 59, "1024-11-3", 808853
17, 1, 1538, 16.3516830012365, 0.1, 8, 7000, 59, "1024-12-3", 132364
17, 8, 7000, 17.1735418477372, 0.1, 8, 7000, 59, "1024-13-3", 939131
13, 8, 7000, 15.5898950655666, 0.1, 8, 7000, 59, "1024-12-3", 862956
15, 0, 1418, 14.7299252243358, 0.1, 8, 7000, 59, "1024-8-3", 14533
16, 8, 7000, 18.4039726686183, 0.1, 8, 7000, 59, "1024-14-3", 1005422
15, 7, 2723, 14.9152741553294, 0.1, 8, 7000, 59, "1024-11-3", 726287
12, 8, 7000, 14.9774614558124, 0.1, 8, 7000, 59, "1024-11-3", 787974
12, 8, 7000, 19.119583125931, 0.1, 8, 7000, 59, "1024-14-3", 1012972
12, 8, 7000, 15.2911141711187, 0.1, 8, 7000, 59, "1024-12-3", 873557
16, 0, 4230, 15.5253839577174, 0.1, 8, 7000, 59, "1024-12-3", 65320
17, 0, 824, 16.1827461888244, 0.1, 8, 7000, 59, "1024-8-3", 8498
12, 8, 7000, 25.3103632955218, 0.1, 8, 7000, 59, "1024-14-3", 1013270
13, 8, 7000, 13.604230408812, 0.1, 8, 7000, 59, "1024-9-3", 647026
17, 0, 490, 16.8078943164439, 0.1, 8, 7000, 59, "1024-9-3", 5654
17, 0, 3141, 16.3242179532138, 0.1, 8, 7000, 59, "1024-11-3", 44297
14, 8, 7000, 15.9349691615117, 0.1, 8, 7000, 59, "1024-14-3", 1005696
14, 8, 7000, 15.211975367249, 0.1, 8, 7000, 59, "1024-11-3", 787507
17, 0, 3565, 16.9821061296977, 0.1, 8, 7000, 59, "1024-10-3", 45326
15, 6, 2877, 14.4671905187675, 0.1, 8, 7000, 59, "1024-10-3", 570893
14, 8, 7000, 14.4092564034102, 0.1, 8, 7000, 59, "1024-10-3", 715520
14, 1, 3702, 13.9752381327103, 0.1, 8, 7000, 59, "1024-11-3", 150411
17, 1, 5181, 15.5850703000999, 0.1, 8, 7000, 59, "1024-9-3", 139676
14, 8, 7000, 14.4038956091846, 0.1, 8, 7000, 59, "1024-8-3", 576721
14, 8, 7000, 29.1746615862391, 0.1, 8, 7000, 59, "1024-14-3", 1006325
13, 8, 7000, 22.860696884589, 0.1, 8, 7000, 59, "1024-14-3", 1006741
14, 8, 7000, 15.0304637589214, 0.1, 8, 7000, 59, "1024-13-3", 936111
15, 1, 1369, 14.9758106073314, 0.1, 8, 7000, 59, "1024-8-3", 85648
12, 8, 7000, 15.3403972863054, 0.1, 8, 7000, 59, "1024-12-3", 863731
13, 8, 7000, 14.9224593316631, 0.1, 8, 7000, 59, "1024-11-3", 791850
14, 8, 7000, 15.071505621112, 0.1, 8, 7000, 59, "1024-12-3", 859959
15, 1, 1306, 14.4009320182309, 0.1, 8, 7000, 59, "1024-8-3", 85562
13, 8, 7000, 14.9157017580769, 0.1, 8, 7000, 59, "1024-12-3", 860457
17, 2, 687, 16.9067644826276, 0.1, 8, 7000, 59, "1024-12-3", 225468
12, 8, 7000, 14.0993533568565, 0.1, 8, 7000, 59, "1024-11-3", 790082
16, 4, 2320, 12.6952678406197, 0.1, 8, 7000, 59, "1024-14-3", 543039
16, 0, 4745, 15.4897259508688, 0.1, 8, 7000, 59, "1024-9-3", 54508
15, 0, 460, 14.8896587885035, 0.1, 8, 7000, 59, "1024-10-3", 6294
17, 0, 5236, 16.8985317089597, 0.1, 8, 7000, 59, "1024-9-3", 61222
17, 8, 7000, 17.8920490457479, 0.1, 8, 7000, 59, "1024-13-3", 926023
17, 0, 6267, 16.1504573055806, 0.1, 8, 7000, 59, "1024-11-3", 88265
13, 8, 7000, 15.9115000445887, 0.1, 8, 7000, 59, "1024-12-3", 856036
17, 0, 2525, 16.0104576176876, 0.1, 8, 7000, 59, "1024-11-3", 35409
12, 8, 7000, 15.9812351674201, 0.1, 8, 7000, 59, "1024-14-3", 1002687
16, 0, 3946, 14.1990308111233, 0.1, 8, 7000, 59, "1024-10-3", 50168
17, 8, 7000, 23.2771909687726, 0.1, 8, 7000, 59, "1024-14-3", 1008342
12, 8, 7000, 14.9861363049324, 0.1, 8, 7000, 59, "1024-13-3", 942493
14, 8, 7000, 17.4380519410145, 0.1, 8, 7000, 59, "1024-13-3", 940753
14, 8, 7000, 15.0378206439483, 0.1, 8, 7000, 59, "1024-8-3", 579896
14, 8, 7000, 15.1904175303606, 0.1, 8, 7000, 59, "1024-13-3", 939429
16, 0, 3372, 15.3183246429976, 0.1, 8, 7000, 59, "1024-9-3", 38995
17, 0, 688, 16.3175717116985, 0.1, 8, 7000, 59, "1024-10-3", 9005
12, 8, 7000, 13.8541878633855, 0.1, 8, 7000, 59, "1024-8-3", 572472
13, 8, 7000, 15.1481896618557, 0.1, 8, 7000, 59, "1024-8-3", 572013
13, 8, 7000, 15.253013498795, 0.1, 8, 7000, 59, "1024-12-3", 853593
17, 0, 2234, 16.6486397158162, 0.1, 8, 7000, 59, "1024-9-3", 25768
17, 0, 1431, 16.7109170280242, 0.1, 8, 7000, 59, "1024-11-3", 19891
16, 0, 3797, 14.8611468251038, 0.1, 8, 7000, 59, "1024-8-3", 38718
17, 1, 2597, 16.8869279246413, 0.1, 8, 7000, 59, "1024-11-3", 134618
16, 6, 5956, 14.6383652091762, 0.1, 8, 7000, 59, "1024-13-3", 797882
16, 1, 780, 15.6880956861122, 0.1, 8, 7000, 59, "1024-9-3", 89474
17, 3, 1270, 16.5667680500343, 0.1, 8, 7000, 59, "1024-13-3", 371749
14, 8, 7000, 14.8015055862618, 0.1, 8, 7000, 59, "1024-12-3", 864990
14, 8, 7000, 21.4673072600146, 0.1, 8, 7000, 59, "1024-14-3", 1031443
12, 8, 7000, 14.2819170569514, 0.1, 8, 7000, 59, "1024-12-3", 874420
16, 8, 7000, 21.5791479852418, 0.1, 8, 7000, 59, "1024-13-3", 944963
14, 6, 2926, 13.7325730145553, 0.1, 8, 7000, 59, "1024-9-3", 518540
14, 8, 7000, 15.4572809646318, 0.1, 8, 7000, 59, "1024-12-3", 861201
16, 2, 1891, 15.0271624332713, 0.1, 8, 7000, 59, "1024-11-3", 224699
12, 8, 7000, 15.3253330719705, 0.1, 8, 7000, 59, "1024-13-3", 930794
13, 8, 7000, 22.7540553452269, 0.1, 8, 7000, 59, "1024-14-3", 1004928
13, 8, 7000, 13.8121082465882, 0.1, 8, 7000, 59, "1024-11-3", 783694
15, 8, 7000, 15.3151065505966, 0.1, 8, 7000, 59, "1024-13-3", 925905
13, 8, 7000, 13.9979654588533, 0.1, 8, 7000, 59, "1024-9-3", 642253
16, 0, 4991, 15.4370955313028, 0.1, 8, 7000, 59, "1024-9-3", 57662
12, 8, 7000, 14.6045024241868, 0.1, 8, 7000, 59, "1024-12-3", 856706
13, 8, 7000, 14.8161079536029, 0.1, 8, 7000, 59, "1024-10-3", 715881
12, 8, 7000, 13.4666067123845, 0.1, 8, 7000, 59, "1024-8-3", 574426
15, 6, 1715, 14.2386240874709, 0.1, 8, 7000, 59, "1024-10-3", 560148
17, 0, 259, 16.7457924690491, 0.1, 8, 7000, 59, "1024-8-3", 2636
13, 8, 7000, 15.3565426605904, 0.1, 8, 7000, 59, "1024-12-3", 864077
12, 8, 7000, 14.9497388467734, 0.1, 8, 7000, 59, "1024-12-3", 865424
17, 0, 4993, 16.957880024626, 0.1, 8, 7000, 59, "1024-10-3", 64656
16, 0, 2459, 15.8767936326729, 0.1, 8, 7000, 59, "1024-8-3", 25409
14, 8, 7000, 14.8718030890578, 0.1, 8, 7000, 59, "1024-10-3", 724505
17, 0, 931, 14.4421731256595, 0.1, 8, 7000, 59, "1024-8-3", 9631
12, 8, 7000, 23.6821158082522, 0.1, 8, 7000, 59, "1024-14-3", 1010821
17, 3, 5268, 16.504945928084, 0.1, 8, 7000, 59, "1024-13-3", 445194
17, 0, 4174, 16.7965562778629, 0.1, 8, 7000, 59, "1024-11-3", 59790
16, 0, 4649, 15.6799509610205, 0.1, 8, 7000, 59, "1024-11-3", 65971
17, 6, 5095, 14.8933982031432, 0.1, 8, 7000, 59, "1024-13-3", 790923
12, 8, 7000, 15.3362350230678, 0.1, 8, 7000, 59, "1024-12-3", 867029
15, 4, 1619, 14.4414399344658, 0.1, 8, 7000, 59, "1024-10-3", 380826
13, 8, 7000, 15.5878844671766, 0.1, 8, 7000, 59, "1024-12-3", 867245
12, 8, 7000, 15.5819560685962, 0.1, 8, 7000, 59, "1024-12-3", 861723
15, 8, 7000, 20.971592759287, 0.1, 8, 7000, 59, "1024-14-3", 1002546
17, 0, 299, 15.1284866076078, 0.1, 8, 7000, 59, "1024-8-3", 3155
13, 8, 7000, 14.985965724582, 0.1, 8, 7000, 59, "1024-12-3", 871896
17, 0, 1803, 16.9284812768811, 0.1, 8, 7000, 59, "1024-13-3", 30521
16, 6, 4783, 14.9476882114112, 0.1, 8, 7000, 59, "1024-11-3", 656508
80, 0, 1, 58.9997710088287, 0.1, 8, 7000, 59, "1024-13-3", 40
67, 0, 1, 58.9996503285281, 0.1, 8, 7000, 59, "1024-11-3", 15
20, 0, 595, 18.8461203079769, 0.1, 8, 7000, 59, "1024-10-3", 8083
64, 0, 1, 58.9982259565372, 0.1, 8, 7000, 59, "1024-14-3", 21
68, 0, 1, 58.9725830995121, 0.1, 8, 7000, 59, "1024-8-3", 11
14, 8, 7000, 17.5743255339688, 0.1, 8, 7000, 59, "1024-14-3", 1031423
93, 0, 1, 58.9999008664841, 0.1, 8, 7000, 59, "1024-12-3", 16
65, 0, 1, 58.9999740399272, 0.1, 8, 7000, 59, "1024-14-3", 21
67, 0, 1, 58.987553417889, 0.1, 8, 7000, 59, "1024-11-3", 17
38, 0, 81, 37.0734935840489, 0.1, 8, 7000, 59, "1024-9-3", 921
48, 0, 7, 46.0614280401014, 0.1, 8, 7000, 59, "1024-8-3", 70
65, 0, 1, 58.9569410143985, 0.1, 8, 7000, 59, "1024-9-3", 12
74, 0, 1, 58.9892359319991, 0.1, 8, 7000, 59, "1024-8-3", 11
93, 0, 1, 58.9584683004949, 0.1, 8, 7000, 59, "1024-8-3", 12
52, 0, 53, 40.6599751205955, 0.1, 8, 7000, 59, "1024-9-3", 587
96, 0, 1, 58.9994778850284, 0.1, 8, 7000, 59, "1024-12-3", 16
28, 0, 227, 19.8787849314349, 0.1, 8, 7000, 59, "1024-8-3", 2333
38, 0, 20, 37.7579369582113, 0.1, 8, 7000, 59, "1024-9-3", 239
34, 1, 892, 33.4443366897987, 0.1, 8, 7000, 59, "1024-14-3", 145068
39, 0, 30, 36.1334124134276, 0.1, 8, 7000, 59, "1024-9-3", 366
18, 0, 2345, 17.9545988145834, 0.1, 8, 7000, 59, "1024-10-3", 34148
77, 0, 1, 58.9952284012112, 0.1, 8, 7000, 59, "1024-11-3", 18
59, 0, 1, 58.9987463150026, 0.1, 8, 7000, 59, "1024-12-3", 18
73, 0, 1, 58.9981682856681, 0.1, 8, 7000, 59, "1024-12-3", 21
40, 0, 246, 38.8863655139234, 0.1, 8, 7000, 59, "1024-11-3", 3866
64, 0, 1, 58.9999124774405, 0.1, 8, 7000, 59, "1024-13-3", 18
21, 0, 320, 20.2700250116281, 0.1, 8, 7000, 59, "1024-8-3", 3564
83, 0, 1, 58.9990598811965, 0.1, 8, 7000, 59, "1024-12-3", 18
34, 0, 17, 30.4458765981264, 0.1, 8, 7000, 59, "1024-10-3", 218
65, 0, 1, 58.9992137382337, 0.1, 8, 7000, 59, "1024-14-3", 23
20, 0, 3200, 19.7942713469509, 0.1, 8, 7000, 59, "1024-13-3", 57781
37, 0, 1278, 32.4269753145922, 0.1, 8, 7000, 59, "1024-12-3", 24551
95, 0, 1, 58.8825214949209, 0.1, 8, 7000, 59, "1024-8-3", 14
57, 0, 480, 40.7203711989096, 0.1, 8, 7000, 59, "1024-11-3", 7244
33, 0, 1471, 22.7044128412172, 0.1, 8, 7000, 59, "1024-10-3", 19849
79, 0, 1, 58.994927252907, 0.1, 8, 7000, 59, "1024-9-3", 13
26, 0, 4938, 21.4372961344363, 0.1, 8, 7000, 59, "1024-11-3", 74641
20, 0, 5270, 18.4860981406235, 0.1, 8, 7000, 59, "1024-14-3", 107820
61, 0, 1, 58.9873814860912, 0.1, 8, 7000, 59, "1024-9-3", 13
83, 0, 1, 58.9952741902269, 0.1, 8, 7000, 59, "1024-8-3", 12
28, 0, 580, 25.75751622431, 0.1, 8, 7000, 59, "1024-11-3", 8918
82, 0, 1, 58.999824276037, 0.1, 8, 7000, 59, "1024-14-3", 21
64, 0, 1, 58.9987298255582, 0.1, 8, 7000, 59, "1024-10-3", 14
89, 0, 1, 58.9999112244466, 0.1, 8, 7000, 59, "1024-14-3", 18
56, 0, 27, 42.0142765928878, 0.1, 8, 7000, 59, "1024-9-3", 309
25, 0, 1343, 22.5023899096358, 0.1, 8, 7000, 59, "1024-11-3", 20056
25, 0, 238, 24.8062616553228, 0.1, 8, 7000, 59, "1024-10-3", 3379
55, 0, 110, 53.9954551444922, 0.1, 8, 7000, 59, "1024-10-3", 1568
56, 0, 459, 53.5295151289562, 0.1, 8, 7000, 59, "1024-13-3", 8606
29, 0, 46, 28.4760191098746, 0.1, 8, 7000, 59, "1024-9-3", 553
69, 0, 1, 58.9994868775958, 0.1, 8, 7000, 59, "1024-12-3", 17
78, 0, 1, 58.9996370960161, 0.1, 8, 7000, 59, "1024-12-3", 17
29, 1, 5485, 25.6786185015462, 0.1, 8, 7000, 59, "1024-14-3", 236417
33, 0, 1335, 27.2324667381128, 0.1, 8, 7000, 59, "1024-13-3", 23090
44, 0, 228, 43.93722452119, 0.1, 8, 7000, 59, "1024-11-3", 3379
62, 0, 1, 58.9942139917894, 0.1, 8, 7000, 59, "1024-11-3", 15
34, 0, 383, 32.1683465646585, 0.1, 8, 7000, 59, "1024-10-3", 5086
89, 0, 1, 58.9999419491719, 0.1, 8, 7000, 59, "1024-14-3", 21
45, 0, 29, 42.1948950707342, 0.1, 8, 7000, 59, "1024-8-3", 315
27, 1, 1753, 26.2977291378114, 0.1, 8, 7000, 59, "1024-12-3", 142347
68, 0, 1, 58.9959782800937, 0.1, 8, 7000, 59, "1024-10-3", 15
21, 0, 1232, 20.9800653355858, 0.1, 8, 7000, 59, "1024-11-3", 18444
43, 0, 138, 42.9783524975802, 0.1, 8, 7000, 59, "1024-11-3", 1988
26, 0, 163, 25.5943002479315, 0.1, 8, 7000, 59, "1024-8-3", 1872
17, 0, 5345, 16.8967008210233, 0.1, 8, 7000, 59, "1024-11-3", 83501
64, 0, 1, 58.9991245687901, 0.1, 8, 7000, 59, "1024-11-3", 18
98, 0, 1, 58.9996401703084, 0.1, 8, 7000, 59, "1024-11-3", 16
59, 0, 1, 58.9992492969272, 0.1, 8, 7000, 59, "1024-11-3", 15
47, 0, 14, 45.3323586062331, 0.1, 8, 7000, 59, "1024-8-3", 145
73, 0, 1, 58.995516826288, 0.1, 8, 7000, 59, "1024-9-3", 13
28, 2, 6418, 22.6985312286176, 0.1, 8, 7000, 59, "1024-11-3", 337838
41, 0, 763, 40.5356183473871, 0.1, 8, 7000, 59, "1024-12-3", 14420
21, 0, 643, 19.0481489199944, 0.1, 8, 7000, 59, "1024-11-3", 11180
78, 0, 1, 58.9999586429362, 0.1, 8, 7000, 59, "1024-14-3", 24
25, 7, 1743, 23.7072132452419, 0.1, 8, 7000, 59, "1024-14-3", 980647
15, 5, 3058, 14.7504420582961, 0.1, 8, 7000, 59, "1024-12-3", 611609
31, 0, 38, 26.4483378468576, 0.1, 8, 7000, 59, "1024-8-3", 466
42, 0, 1054, 40.516179183838, 0.1, 8, 7000, 59, "1024-14-3", 19706
51, 0, 2188, 45.3752310470321, 0.1, 8, 7000, 59, "1024-11-3", 32324
97, 0, 1, 58.9916179075481, 0.1, 8, 7000, 59, "1024-11-3", 17
64, 0, 1, 58.9988930449094, 0.1, 8, 7000, 59, "1024-13-3", 18
73, 0, 1, 58.999978028792, 0.1, 8, 7000, 59, "1024-14-3", 21
97, 0, 1, 58.9999273556033, 0.1, 8, 7000, 59, "1024-13-3", 19
41, 0, 129, 38.9921650864321, 0.1, 8, 7000, 59, "1024-9-3", 1563
24, 0, 161, 21.396690287322, 0.1, 8, 7000, 59, "1024-10-3", 2207
19, 1, 2126, 18.3962701210695, 0.1, 8, 7000, 59, "1024-10-3", 122370
18, 8, 7000, 18.7297928048461, 0.1, 8, 7000, 59, "1024-14-3", 1083286
79, 0, 1, 58.9408010945998, 0.1, 8, 7000, 59, "1024-8-3", 15
39, 0, 626, 37.990638512937, 0.1, 8, 7000, 59, "1024-12-3", 10054
52, 0, 10, 43.4949877652147, 0.1, 8, 7000, 59, "1024-8-3", 100
96, 0, 1, 58.9972271297786, 0.1, 8, 7000, 59, "1024-10-3", 14
50, 0, 596, 45.1298979672067, 0.1, 8, 7000, 59, "1024-13-3", 10185
49, 0, 50, 39.7835910101158, 0.1, 8, 7000, 59, "1024-8-3", 506
90, 0, 1, 58.9937613641497, 0.1, 8, 7000, 59, "1024-10-3", 14
68, 0, 1, 58.6383511270511, 0.1, 8, 7000, 59, "1024-9-3", 22
20, 8, 7000, 23.105737042762, 0.1, 8, 7000, 59, "1024-14-3", 1100735
77, 0, 1, 58.9982032998338, 0.1, 8, 7000, 59, "1024-12-3", 17
89, 0, 1, 58.9973983643011, 0.1, 8, 7000, 59, "1024-12-3", 19
29, 0, 447, 23.0593786790936, 0.1, 8, 7000, 59, "1024-10-3", 6149
93, 0, 1, 58.999627997492, 0.1, 8, 7000, 59, "1024-12-3", 17
98, 0, 1, 58.9380041854938, 0.1, 8, 7000, 59, "1024-8-3", 12
38, 0, 1270, 37.7771044508787, 0.1, 8, 7000, 59, "1024-12-3", 20704
27, 0, 1324, 23.0629847053586, 0.1, 8, 7000, 59, "1024-11-3", 20098
38, 0, 6654, 37.9491633288626, 0.1, 8, 7000, 59, "1024-14-3", 127846
54, 1, 5005, 49.7334945124408, 0.1, 8, 7000, 59, "1024-14-3", 230900
66, 0, 1, 58.9535525481554, 0.1, 8, 7000, 59, "1024-8-3", 13
66, 0, 1, 58.9980302779752, 0.1, 8, 7000, 59, "1024-10-3", 16
89, 0, 1, 58.9996517264859, 0.1, 8, 7000, 59, "1024-12-3", 19
53, 0, 6, 52.2289235887417, 0.1, 8, 7000, 59, "1024-9-3", 82
90, 0, 1, 58.9720214453017, 0.1, 8, 7000, 59, "1024-9-3", 14
79, 0, 1, 58.9970377147603, 0.1, 8, 7000, 59, "1024-11-3", 19
25, 0, 3652, 24.4904008705034, 0.1, 8, 7000, 59, "1024-9-3", 43442
62, 0, 1, 58.9531928757532, 0.1, 8, 7000, 59, "1024-10-3", 14
37, 0, 341, 34.3666668041001, 0.1, 8, 7000, 59, "1024-12-3", 5398
73, 0, 1, 58.9999638606854, 0.1, 8, 7000, 59, "1024-14-3", 24
52, 0, 318, 47.6261043931309, 0.1, 8, 7000, 59, "1024-12-3", 5145
44, 0, 384, 42.5505569748661, 0.1, 8, 7000, 59, "1024-12-3", 6204
38, 0, 2192, 35.0551252602539, 0.1, 8, 7000, 59, "1024-10-3", 30498
51, 0, 1396, 49.4148311213874, 0.1, 8, 7000, 59, "1024-13-3", 26579
90, 0, 1, 58.9660918525254, 0.1, 8, 7000, 59, "1024-8-3", 14
50, 0, 17, 38.9376022409486, 0.1, 8, 7000, 59, "1024-9-3", 233
39, 0, 132, 37.5380260832758, 0.1, 8, 7000, 59, "1024-10-3", 1935
98, 0, 1, 58.999976814225, 0.1, 8, 7000, 59, "1024-13-3", 20
43, 0, 5, 39.7233777822578, 0.1, 8, 7000, 59, "1024-9-3", 57
46, 0, 182, 43.8132647122802, 0.1, 8, 7000, 59, "1024-11-3", 3025
75, 0, 1, 58.9978172209367, 0.1, 8, 7000, 59, "1024-11-3", 18
62, 0, 1, 58.7732237217786, 0.1, 8, 7000, 59, "1024-8-3", 13
54, 0, 182, 48.6881315131003, 0.1, 8, 7000, 59, "1024-9-3", 2377
13, 8, 7000, 13.3771484287882, 0.1, 8, 7000, 59, "1024-11-3", 850267
20, 0, 3412, 18.6132001529123, 0.1, 8, 7000, 59, "1024-11-3", 50977
38, 0, 53, 35.2753490210186, 0.1, 8, 7000, 59, "1024-10-3", 761
87, 0, 1, 58.9954876411219, 0.1, 8, 7000, 59, "1024-10-3", 14
62, 0, 1, 58.9988920197355, 0.1, 8, 7000, 59, "1024-12-3", 18
94, 0, 1, 58.9994172252785, 0.1, 8, 7000, 59, "1024-13-3", 17
89, 0, 1, 58.9909856260032, 0.1, 8, 7000, 59, "1024-8-3", 12
74, 0, 1, 58.9998972723308, 0.1, 8, 7000, 59, "1024-13-3", 19
65, 0, 1, 58.9845212801617, 0.1, 8, 7000, 59, "1024-8-3", 11
13, 1, 20000, 59, 0.1, 1, 20000, 59, "1024-93-3", 2550611
12, 1, 20000, 58.9999999979381, 0.1, 1, 20000, 59, "1024-23-3", 615479
16, 1, 20000, 59, 0.1, 1, 20000, 59, "1024-33-3", 867957
17, 1, 20000, 59, 0.1, 1, 20000, 59, "1024-48-3", 1305327
12, 1, 20000, 59, 0.1, 1, 20000, 59, "1024-51-3", 1408359
